,author,counts,date,sometext,time,title
91,Сергей Кулеш,   12  , 03.08.2018 в 11:27 ," Сервис цифровой дистрибуции Steam объявил «Выходные настольных игр» / Board Games Weekend, в рамках этой акции можно приобрести игры соответствующего жанра со скидкой до 90%. Так что если вам и вашим…", Обновлено: 03.08.2018 в 11:27 , В Steam стартовали «Выходные настольных игр» со скидками и уикэнд бесплатной игры в Endless и Absolver
92,Вадим Карпусь,   24  , 03.08.2018 в 10:59 , BlackBerry объединила усилия с компанией Optiemus (производственный партнёр из Индии) с целью выпуска новой линейки смартфонов под названием Evolve. Пока что в рамках этой серии планируется представить…, Обновлено: 03.08.2018 в 10:31 ," BlackBerry выпустит линейку смартфонов Evolve с дисплеями 18:9, ёмкими батареями и без QWERTY клавиатуры"
93,Вадим Карпусь,   138  , 03.08.2018 в 10:31 ," В Украине среди населения стремительно набирает популярность использование солнечных панелей. Во втором квартале 2018 года ещё 1107 перешли на использование электроэнергии, полученной от…", Обновлено: 03.08.2018 в 10:30 ," Украинцы установили более 4,6 тыс. домашних солнечных электростанций, из них более 1,1 тыс. – только в минувшем квартале"
94,Владимир Скрипин,   53  , 03.08.2018 в 10:13 ," Как и предполагалось, вчера на специальном мероприятии в Чикаго компания Motorola, принадлежащая Lenovo, представила новый смартфон среднего уровня Moto Z3. Внешне новинка ничем не отличается от…", Обновлено: 03.08.2018 в 10:13 , Motorola официально представила смартфон Moto Z3 и модуль 5G Moto Mod для поддержки сетей пятого поколения
95,Игорь Мозуль,   129  , 03.08.2018 в 09:11 ," На прошлой неделе Piriform, разработчик популярной кроссплатформенной утилиты CCleaner, выпустил обновление программы с индексом 5.45, которое принесло ряд функций, направленных на принудительный…", Обновлено: 03.08.2018 в 08:18 , Последняя версия CCleaner для ПК принудительно собирает данные и постоянно мониторит систему. Разработчик пообещал это исправить
96,Владимир Скрипин,   123  , 03.08.2018 в 07:57 ," Что же, компания Apple все-таки выиграла гонку и стала первой американской компанией стоимостью 1 триллион долларов. По итогам закрытия торгов на бирже NASDAQ 2 августа капитализация…", Обновлено: 03.08.2018 в 12:02 , Apple – первая американская компания стоимостью 1 триллион долларов
97,Сергей Кулеш,   60  , 02.08.2018 в 19:54 ," В начале недели мы рассказали вам о том, что сервис Netflix выкупил права на прокат фильма Mowgli / «Маугли» Энди Серкиса, а сейчас стало известно, что это не единственная договоренность между…", Обновлено: 02.08.2018 в 20:00 , Энди Серкис снимет для Netflix экранизацию антиутопии Animal Farm / «Скотный двор» Джорджа Оруэлла
98,Сергей Кулеш,   41  , 02.08.2018 в 19:08 ," Немецкий автопроизводитель Opel, который на данный момент является частью Groupe PSA (Peugeot Citroën Automobiles), представил первые тизерные изображения и видео своего нового концепта Opel GT X Experimental. Именно…", Обновлено: 02.08.2018 в 19:08 ," Концепт Opel GT X Experimental демонстрирует, как будут выглядеть автомобили Opel в следующем десятилетии"
99,Вадим Карпусь,   53  , 02.08.2018 в 18:53 ," Оператор сотовой связи «Киевстар» отчитался о результатах работы во втором квартале 2018 года. Отмечается, что абоненты стали активнее использовать услуги мобильного интернета. Так, объемы…", Обновлено: 05.08.2018 в 15:58 ," Итоги «Киевстара» во втором квартале: запуск 4G, 400 тысяч новых абонентов, доход 4,5 млрд грн"
100,Вадим Карпусь,   29  , 02.08.2018 в 18:29 , Облачный сервис хранения и передачи данных FEX.NEТ заявил о расширении своего присутствие на платформе Smart TV. Приложение FexID для онлайн воспроизведения контента из хранилища FEX.NET стало доступно…, Обновлено: 02.08.2018 в 18:11 , Облачный сервис FEX.NET теперь доступен и на телевизорах LG
101,Владимир Скрипин,   115  , 02.08.2018 в 18:11 ," Компания Xiaomi представила на своей платформе коллективного финансирования Youpin (MIJIA) первый кнопочный мобильный телефон под названием Qin1. Новинка предлагается в двух вариантах, отличающихся…", Обновлено: 02.08.2018 в 18:33 , Xiaomi выпустила свой первый кнопочный мобильный телефон. Он умеет переводить речь в реальном времени и имеет разъем USB-C!
102,Сергей Кулеш,   63  , 02.08.2018 в 18:00 ," Украинская геймстудия teamCOIL объявила о выходе психоделической инди-аркады про котика PUSS!, которая будет доступна на платформе Steam сегодня ровно в 18:00. Игра стоит $9,99, при этом цена для…", Обновлено: 02.08.2018 в 17:56 , Украинская студия teamCOIL выпустила в Steam психоделическую игру про котика в параллельной вселенной PUSS!
103,Сергей Кулеш,   19  , 02.08.2018 в 17:45 ," Если вы думаете, что в будущем поездка на беспилотном такси обойдется вам дешевле, чем услуги водителя-человека, то скорее всего ошибаетесь. Американский стартап Waymo, который ближе всего…", Обновлено: 02.08.2018 в 17:24 ," Waymo начал демонстрировать клиентам стоимость поездки в беспилотных такси, тарифы оказались на уровне Uber и Lyft"
104,Сергей Кулеш,   176  , 02.08.2018 в 17:24 ," Украинский «ПриватБанк» запустил интернет-банкинг нового поколения для всех желающих, который можно найти по ссылке next.privat24.ua. На данный момент сервис работает в режиме бета-тестирования, но…", Обновлено: 02.08.2018 в 18:11 ," «ПриватБанк» запустил интернет-банкинг нового поколения, представляющий собой «Приват24 для всех»"
105,Сергей Кулеш,   14  , 02.08.2018 в 17:17 ," Компания Lenovo объявила о начале продаж в Украине ноутбуков-трансформеров «2-в-1» YOGA 730 с сенсорными экранами диагональю 13,3 и 15,6 дюймов. Модель позиционируется как мобильное решение для…", Обновлено: 02.08.2018 в 16:58 , В Украине стартовали продажи 13″ и 15″ ноутбуков-трансформеров «2-в-1» Lenovo YOGA 730 по цене от 30999 грн
106,Виталий Богданов,   58  , 02.08.2018 в 17:10 ," Компания Samsung расширила линейку Galaxy J двумя новыми смартфонами. Как правило, в линейку входят бюджетные, по меркам Samsung, устройства, ориентированные на массового потребителя, оснащенные…", Обновлено: 02.08.2018 в 17:05 , Обзор смартфонов Samsung Galaxy J4 (2018) и Galaxy J6 (2018)
107,Вадим Карпусь,   80  , 02.08.2018 в 17:03 ," Игра Fortnite оказалась чрезвычайно популярной среди пользователей. На текущий момент её аудитория по всему миру превышает 125 млн человек. Как оказалось, некоторые родители даже готовы платить…", Обновлено: 02.08.2018 в 16:58 , В США родители нанимают детям «репетиторов» по Fortnite и согласны платить им по $15-20 в час
108,Владимир Скрипин,   4  , 02.08.2018 в 16:53 ," К сожалению, наше предположение, озвученное еще в 2016 году, насчет начала пилотируемых полетов космического корабля CST-100 Starliner подтвердилось. Как и ожидалось, авиастроительный концерн Boeing…", Обновлено: 02.08.2018 в 17:03 , Boeing отложила первый пилотируемый полет корабля CST-100 Starliner до середины 2019 года
109,Вадим Карпусь,   10  , 02.08.2018 в 16:24 , Об очередном новшестве Государственной фискальной службы (ГФС) рассказал в Facebook и.о. заместителя Председателя этого ведомства Евгений Бамбизов. В ГФС хотят иметь все данные о личных…, Обновлено: 02.08.2018 в 16:48 ," Тотальный контроль: ГФС хочет получать от банков информацию о личных счетах людей, зарегистрированных в качестве ФЛП"
110,Вадим Карпусь,   30  , 02.08.2018 в 16:03 ," Ещё 2016 году глава компании Tesla Илон Маск заявлял о намерении реализовать в своих электромобилях полноценный автопилот, который позволит совершить полностью автономную поездку из Нью-Йорка в…", Обновлено: 03.08.2018 в 09:06 ," Tesla не спешит внедрять полный автопилот для автономных поездок по всем США, а сосредоточилась на безопасности и разработке собственного чипа ИИ"
111,Владимир Скрипин,   69  , 02.08.2018 в 15:29 ," Украинский стартап LaMetric сообщил о расширении географии продаж умных часов LaMetric Time Японией и родной Украиной. Отметим, что к настоящему времени новинка уже представлена на зарубежных 20…", Обновлено: 02.08.2018 в 15:22 , Украинские умные часы LaMetric Time начали продаваться в Японии и впервые появились в украинской рознице
112,Сергей Кулеш,   66  , 02.08.2018 в 15:01 ," Поначалу новости о выпуске игровых ретро-консолей воспринимались с изрядной долей скептицизма, так как мало кто ожидал, что эти продукты будут продаваться заметным тиражом. Именно поэтому…", Обновлено: 02.08.2018 в 15:31 , В июне ретро-консоль Nintendo NES Classic обогнала по продажам приставки Xbox One и PS4
113,Сергей Кулеш,   93  , 02.08.2018 в 14:52 ," После не самого успешного запуска в 2016 году, компания Nextbike решила перезапустить свой сервис проката велосипедов в Киеве. Тестовый запуск сервиса произойдет 14-15 августа 2018 года, при этом он…", Обновлено: 02.08.2018 в 15:03 ," В Киеве опять запускают сервис проката велосипедов Nextbike, в этот раз без станций и терминалов по цене от 30 грн за 30 мин"
114,Владимир Скрипин,   27  , 02.08.2018 в 14:38 ," Минувший квартал, как известно, стал далеко не самым удачным для южнокорейской компании Samsung, во многом — из-за ухудшения результатов мобильного подразделения. Тогда как для Apple, которая…", Обновлено: 02.08.2018 в 14:38 ," Несмотря на падение продаж в минувшем квартале, Samsung обошла Apple и по объему прибыли, и по рентабельности"
115,Вадим Карпусь,   67  , 02.08.2018 в 14:16 ," Трое граждан Украины были арестованы в связи с расследованием масштабной хакерской операции, жертвами которой стали более 100 американских компаний, включая кражу информации о кредитных…", Обновлено: 02.08.2018 в 16:46 , Группа украинских хакеров арестована в Европе по обвинению в краже данных 15 млн банковских карт в США
116,Сергей Кулеш,   6  , 02.08.2018 в 14:03 ," Украинский оператор мобильной связи Vodafone Украина сообщил, что с момента запуска новой линейки роуминговых тарифов Vodafone в конце 2015 года наблюдает постоянный рост числа роумеров и…", Обновлено: 02.08.2018 в 14:11 ," За последние 2,5 года абоненты Vodafone Украина увеличили потребление мобильного интернета в роуминге в 21 раз"
117,Вадим Карпусь,   16  , 02.08.2018 в 13:52 ," Как ожидается, в скором времени компания Xiaomi выпустит новый ноутбук. Изначально предполагалось, что это будет игровая модель, однако новые данные свидетельствуют, что скорее всего новинка…", Обновлено: 02.08.2018 в 15:02 ," Тизеры-ребусы Xiaomi намекают на презентацию ноутбука Mi Notebook Pro 2 с видеокартой NVIDIA GTX 1050, запланированную на 3 августа"
118,Владимир Скрипин,   104  , 02.08.2018 в 13:26 ," Государственная служба Украины по чрезвычайным ситуациям сообщила о том, что до завтрашнего дня, 3 августа, в некоторых районах Киева будет сохраняться высокий уровень загрязнения воздуха.…", Обновлено: 02.08.2018 в 13:26 , ГСЧС: В некоторых районах Киева уровень загрязнения воздуха в пять-семь раз превышает норму
119,Владимир Скрипин,   82  , 02.08.2018 в 13:06 ," Представленный вчера флагманский планшет Samsung Galaxy Tab S4, который получился достаточно интересным во многих отношениях устройством, уже можно купить, а точнее, предзаказать в Украине.…", Обновлено: 02.08.2018 в 14:46 , Украинские магазины открыли предзаказы на флагманский планшет Samsung Galaxy Tab S4. Версию с LTE на 64 ГБ оценили в 27 999 грн
120,Сергей Кулеш,   41  , 02.08.2018 в 12:29 ," Компания TP-Link выводит на украинский рынок новую линейку из трех смартфонов с дисплеями FullView 18:9. Флагманская модель TP-Link Neffos X9 оснащена двойной камерой 13 МР + 5 МП, в то время как TP-Link Neffos C9A и TP-Link…", Обновлено: 02.08.2018 в 12:29 ," TP-Link вывел на украинский рынок три смартфона с дисплеями FullView 18:9 — Neffos X9, Neffos C9 и Neffos C9A по цене от 2999 грн до 4999 грн"
121,Вадим Карпусь,   4  , 02.08.2018 в 12:01 , Летом прошлого года компания Red анонсировала выпуск достаточно оригинального смартфона под названием Hydrogen One. Его особенностями стали модульная конструкция и голографический дисплей.…, Обновлено: 02.08.2018 в 13:32 ," Смартфон RED Hydrogen One с голографическим дисплеем прошёл сертификацию в FCC, но его презентация снова перенесена"
122,Владимир Скрипин,   86  , 02.08.2018 в 11:40 ," Как известно, итогом минувшего квартала для Tesla стал огромный убыток в размере $742,7 млн, но в целом квартал можно считать удачным, приняв во внимания все, чего компании удалось достичь в этом…", Обновлено: 02.08.2018 в 11:49 , Илон Маск: Tesla будет выпускать до 1 млн автомобилей к 2020 году
123,Владимир Скрипин,   118  , 02.08.2018 в 10:48 ," Ровно два года назад электронная система публичных закупок ProZorro стала обязательной для использования по всей Украине. За это время с помощью ProZorro провели более 2 млн тендеров, на который…", Обновлено: 02.08.2018 в 10:48 , За два года работы ProZorro сэкономила государству более 50 млрд грн
124,Игорь Мозуль,   33  , 02.08.2018 в 10:18 ," Компания Google обновила свою клавиатуру для Android. Последняя версия приложения Gboard с индексом 7.14.19.206421213 получила пару новых функций и поддержку 28 новых языков. Согласно списку изменений,…", Обновлено: 02.08.2018 в 09:56 , Клавиатура Gboard для Android получила функцию добавления надписей к GIF-анимациям
125,Владимир Скрипин,   82  , 02.08.2018 в 09:52 ," В прошлом месяце мы узнали, что Viacom спустя 14 лет решила вернуть на экраны один из самых популярных детских мультсериалов из 90-х – Rugrats / «Невгамовні», который в свое время транслировался на…", Обновлено: 02.08.2018 в 09:52 , The Hollywood Reporter: Warner Bros. готовит продолжение культового сериала «Альф» / A.L.F.
126,Владимир Скрипин,   80  , 02.08.2018 в 09:06 ," Прошлым вечером Tesla опубликовала отчет за второй квартал 2018 финансового года, который у нее завершился 30 июня. Консолидированная выручка выросла с $2,8 млрд до $4 млрд. И это новый рекорд. Если…", Обновлено: 02.08.2018 в 11:28 , Квартальный доход Tesla впервые превысил $4 млрд. Компания наконец начала зарабатывать на седане Model 3
127,Вадим Карпусь,   15  , 02.08.2018 в 08:31 ," Компания Dell сообщила о выпуске обновлённых моделей рабочих станций серии Precision, которые созданы для пользователей, не располагающих крупным бюджетом, но нуждающимися в производительных и…", Обновлено: 02.08.2018 в 09:15 ," Dell обновила линейку рабочих станций Precision, выпустив компактные решения начального уровня"
128,Игорь Мозуль,   19  , 02.08.2018 в 08:02 ," Вирус-вымогатель SamSam, который в начале этого года атаковал крупные организации в нескольких американских штатах, включая и правительственные компьютерные системы, принёс своим создателям…", Обновлено: 02.08.2018 в 07:35 ," Злоумышленник, создавший вирус-вымогатель SamSam, заработал на нем почти $6 млн"
129,Вадим Карпусь,   34  , 01.08.2018 в 21:59 ," Компания GPD HK, воодушевлённая успехом своего прошлогоднего 7-дюймового нетбука GPD Pocket, решила выпустить модель второго поколения и вышла с проектом на краудфандинговую платформу Indiegogo. При…", Обновлено: 01.08.2018 в 21:38 , На выпуск 7-дюймового нетбука GPD Pocket 2 на Indiegogo собрали $1 млн всего за сутки
130,Вадим Карпусь,   6  , 01.08.2018 в 21:35 ," Как ожидается, до конца текущего года компания Huawei выведет на рынок сразу несколько смартфонов серии Mate 20: Mate 20, Mate 20 Pro и Mate 20 Lite. Проанализировав прошивку, получить доступ к которой удалось…", Обновлено: 01.08.2018 в 21:35 ," Новая утечка раскрыла характеристики смартфонов Huawei Mate 20, Mate 20 Pro и Mate 20 Lite"
131,Сергей Кулеш,   76  , 01.08.2018 в 20:53 ," Вместе с премиальным планшетом Galaxy Tab S4 компания Samsung представила и более доступную модель Galaxy Tab A 10,5″, выполненную в том же формате. Производитель позиционирует этот планшет как семейное…", Обновлено: 02.08.2018 в 09:34 ," Samsung Galaxy Tab A 10,5″ — бюджетный планшет для всей семьи на Snapdragon 450, с ОЗУ 3 ГБ, батареей 7300 мАч и четырьмя динамиками Dolby Atmos"
132,Сергей Кулеш,   66  , 01.08.2018 в 19:18 ," Несмотря на слухи о том, что новый планшет Samsung Galaxy Tab S4 представят 9 августа вместе со смартфоном Galaxy Note9, новинку анонсировали сегодня, 1 августа 2018 года. Модель представляет собой продолжение…", Обновлено: 02.08.2018 в 09:19 ," Представлен премиум-планшет Samsung Galaxy Tab S4 с 10,5-дюймовым Super AMOLED-дисплеем, Snapdragon 835, батареей на 7300 мАч и поддержкой S Pen и Samsung DeX"
133,Владимир Скрипин,   241  , 01.08.2018 в 18:24 , Кадр из фантастического боевика Total Recall / Вспомнить всё (1990 года)  Пола Верховена с участием Арнольда Шварценеггера. В нем главный герой с помощью секретного генератора атмосферы…, Обновлено: 04.08.2018 в 09:40 ," Нет, Илон, серьезно. Нельзя просто сбросить термоядерные бомбы на Марс"
134,Сергей Кулеш,   128  , 01.08.2018 в 17:39 ," Киностудия Paramount Pictures опубликовала первую официальную фотографию нового фильма Terminator / «Терминатор» и огласила новую дату премьеры. Год назад создатели надеялись, что картина выйдет в…", Обновлено: 01.08.2018 в 18:01 , Paramount Pictures опубликовала первое фото из нового «Терминатора» и перенесла премьеру на 22 ноября 2019 года
135,Владимир Скрипин,   23  , 01.08.2018 в 17:24 ," Иллюстрация: Alex Castro / The Verge Как известно, в Китае запрещены все сервисы Google (собственно сам поиск Google, почта Gmail, карты Google Maps, магазин Google Play и т.д.), но ситуация вскоре может измениться. Напомним,…", Обновлено: 01.08.2018 в 17:50 , Google Dragonfly — проект по разработке специальной версии поисковика для Китая со встроенной цензурой
136,Вадим Карпусь,   45  , 01.08.2018 в 17:04 , Корпорация Microsoft приступила к тестированию приложения Your Phone для операционной системы Windows 10. Впервые о нём было рассказано во время проведения конференции Build 2018 в начале мая. Приложение Your…, Обновлено: 01.08.2018 в 16:56 ," Microsoft приступила к тестированию приложения Your Phone для Windows 10, но пока что поддерживаются лишь Android-смартфоны"
137,Роман Мельниченко,   224  , 01.08.2018 в 16:47 ," Весной мы детально рассказывали о Nissan LEAF 2: первые впечатления, конструкция и техника. Первый шок прошел и теперь пора говорить с точки зрения реального покупателя: что можно получить, выбирая…", Обновлено: 01.08.2018 в 20:58 , Гид покупателя Nissan LEAF 2: сравниваем разные версии и цены
138,Владимир Скрипин,   9  , 01.08.2018 в 16:38 ," Electronic Arts, которая недавно отказалась от бесплатной раздачи игр и дополнений в Origin, продолжает одаривать поклонников серии игр Battlefield. Месяц назад была раздача дополнений Battlefield 1 Turning Tides и…", Обновлено: 01.08.2018 в 18:35 ," EA бесплатно раздает дополнение Battlefield 1 Apocalypse, а также DLC Battlefield 4 China Rising и Naval Strike"
139,Сергей Кулеш,   222  , 01.08.2018 в 16:08 ," Железнодорожный экспресс, который должен связать ЖД-вокзал «Киев-Пассажирский» с крупнейшим аэропортом страны — Международным аэропортом «Борисполь», строится с опережением графика, а…", Обновлено: 01.08.2018 в 17:46 ," Железнодорожный экспресс в аэропорт «Борисполь» строится с опережением графика, экономия средств по работам уже составляет 120 млн грн"
140,Владимир Скрипин,   45  , 01.08.2018 в 15:53 ," Еще в конце 2016 года Huawei заявила о намерении в течение двух лет обойти Apple на рынке смартфонов, а к 2021 году подвинуть и нынешнего лидера рынка Samsung. На тот момент многие восприняли это громкое…", Обновлено: 01.08.2018 в 15:36 , Huawei впервые обошла Apple по объему отгруженных за квартал смартфонов
141,Евгений Борисов,   0  , 01.08.2018 в 15:37 , Во время открытия первого в Украине Apple Shop во флагманском магазине МегаЦитрус в Одессе было продано 140 iPhone. А всего Apple Shop в первый день его работы посетило больше 7 000 человек. Самыми…, Обновлено: 06.08.2018 в 16:40 , На открытии первого в Украине Apple Shop продали 140 iPhone
142,Сергей Кулеш,   7  , 01.08.2018 в 15:26 ," Сегодня фитнес-сервис Strava запустил новый тип подписки Summit, который призван заменить старый вариант Strava Premium. В отличие от премиального аккаунта, который включал абсолютно все дополнительные…", Обновлено: 01.08.2018 в 16:16 ," Фитнес-сервис Strava запустил новый тип подписки Summit, в котором пользователи могут раздельно купить пакеты Training, Safety и Analysis"
143,Сергей Кулеш,   57  , 01.08.2018 в 15:09 , Немецкий автопроизводитель BMW построит в Европе новую фабрику для сборки электрических и классических автомобилей. Рассчитанное на выпуск 150 тысяч автомобилей в год производство нового…, Обновлено: 01.08.2018 в 14:44 ," BMW построит новую фабрику для производства электромобилей в Венгрии, инвестиции составят 1 млрд евро"
144,Максим Андрейчук,   0  , 01.08.2018 в 15:00 ," Что можно сказать про Doogee X50? Для начала, он работает и это уже неплохо, при этом скорость работы в целом можно назвать приемлемой. На свои 1700 гривен у него неплохой дизайн, вполне симпатичный…", Обновлено: 01.08.2018 в 14:50 , Видеообзор Doogee X50 на Android Go
145,Сергей Кулеш,   84  , 01.08.2018 в 14:53 ," Сегодня, 1 августа 2018 года, Киевстар подключил к скоростному мобильному интернету по технологии LTE еще 448 населенных пункта на Западе и Юге Украины. Так, услуги 4G стали доступны абонентам в…", Обновлено: 01.08.2018 в 14:53 ," «Киевстар» запустил 4G в диапазоне 1800 МГц в Луцке, Черновцах, Могилев-Подольском и еще 448 населенных пунктах Украины"
146,Вадим Карпусь,   34  , 01.08.2018 в 14:42 ," В грядущей версии мобильной операционной системы Android P наконец появится официальная поддержка дисплеев с вырезом. Вместе с тем, компания Google намерена внедрить и некоторые ограничения,…", Обновлено: 08.08.2018 в 12:46 , «Не больше двух»: Google введет в Android ограничения для смартфонов с вырезами в экране
147,Владимир Скрипин,   21  , 01.08.2018 в 13:50 ," Вчера множество новостных ресурсов заявили о том, что с сегодняшнего дня тарифы у оператора мобильной связи Vodafone Украина подорожают в два раза. На самом деле эта информация не соответствует…", Обновлено: 01.08.2018 в 13:50 ," Нет, Vodafone Украина не повышает тарифы в два раза с 1 августа"
148,Владимир Скрипин,   342  , 01.08.2018 в 13:07 ," Мы часто пишем о солидных суммах денежных вознаграждений, которые предлагают (и выплачивают) международные технологические компании вроде Google и Microsoft за уязвимости, выявленные в их…", Обновлено: 01.08.2018 в 13:57 ," «Киевстар» предложил пользователю $50 за найденные пароли к корпоративным системам, тот остался недоволен"
149,Вадим Карпусь,   50  , 01.08.2018 в 12:23 ," Модельный ряд компактных цифровых камер компании Canon пополнился новым устройством PowerShot SX740 HS. Данная модель предназначена для влоггеров и тех пользователей, которые хотят иметь возможность…", Обновлено: 01.08.2018 в 12:35 , Canon выпустила компактную камеру PowerShot SX740 HS с 40-кратным зумом и поддержкой записи видео в разрешении 4K
150,Вадим Карпусь,   18  , 01.08.2018 в 11:36 ," Компания AMD подготовила к выпуску новый набор системной логики B450, предназначенный для создания материнских плат для процессоров и APU в исполнении AM4. Этот чипсет позиционируется в качестве…", Обновлено: 01.08.2018 в 13:51 , AMD анонсировала чипсет B450 для настольной платформы AM4
151,Владимир Скрипин,   152  , 01.08.2018 в 11:00 ," Украинский сервис онлайн-заказа такси Uklon, начавший работу в 2010 году, объявил о своем первом крупном ребрендинге. В рамках ребрендинга компания представила новый логотип и фирменный стиль.…", Обновлено: 01.08.2018 в 16:02 ," Uklon представил новый логотип и фирменный стиль, украинский сервис вызова такси готовится к экспансии"
152,Владимир Скрипин,   113  , 01.08.2018 в 09:58 ," Как известно, у Intel имеются большие проблемы с переходом на 10-нанометровый техпроцесс. Буквально на прошлой неделе стало известно, что готовые системы на базе 10-наномеровых CPU Intel появятся на…", Обновлено: 01.08.2018 в 10:04 ," «VIA возвращается»: x86-процессоры Zhaoxin уже сравнялись по производительности с Intel Core i3, а вскоре настигнут и Core i5"
153,Игорь Мозуль,   145  , 01.08.2018 в 09:31 ," Несмотря на то, что руководство компании Sony пока не собирается отказываться от производства смартфонов, похоже, пришло время хоронить подразделение Sony Mobile, поскольку последний финансовый…", Обновлено: 01.08.2018 в 08:31 , Sony Mobile продолжает лихорадить. Мобильный бизнес компании сократился почти вдвое
154,Игорь Мозуль,   21  , 01.08.2018 в 08:52 ," Совсем скоро интернет-пользователи смогут авторизоваться на сайтах и в сервисах без ввода паролей – компания Microsoft объявила о поддержке спецификации Web Authentication в браузере Edge, которая…", Обновлено: 01.08.2018 в 08:28 , Microsoft Edge обзавелся поддержкой беспарольной аутентификации по стандарту FIDO2
155,Владимир Скрипин,   62  , 01.08.2018 в 08:14 ," Прошлым вечером Apple опубликовала очередной квартальный отчет. У нее финансовый год не совпадает с календарным, поэтому 30 июня 2018 календарного года считается последним днем третьего квартала…", Обновлено: 01.08.2018 в 09:05 , Apple отчиталась о лучшем третьем квартале в истории и вплотную приблизилась к заветной отметке в $1 трлн рыночной капитализации
156,Сергей Кулеш,   54  , 31.07.2018 в 21:08 ," Молодая австрийская компания Milan Automotive представила свой первый суперкар Milan Red, дизайн которого подозрительно напоминает украинский тюнинговый проект «Химера». Основатель компании,…", Обновлено: 31.07.2018 в 21:13 ," Австрийцы представили 1300-сильный суперкар Milan Red стоимостью 2 млн евро, который очень похож на украинскую «Химеру»"
157,Вадим Карпусь,   61  , 31.07.2018 в 20:10 ," Компания NVIDIA разработала новый алгоритм сглаживаний, который призван существенно повысить качество изображения в играх. Он получил название ATAA (Adaptive Temporal Antialiasing, адаптивное временное…", Обновлено: 31.07.2018 в 20:10 , NVIDIA рассказала об алгоритме адаптивного временного сглаживания (ATAA) на базе трассировки лучей
158,Сергей Кулеш,   26  , 31.07.2018 в 19:03 ," Японская компания Nintendo опубликовала актуальные результаты деятельности, согласно которым на 30 июня 2018 года было продано 19,67 млн консолей Switch с момента начала продаж 3 марта прошлого года.…", Обновлено: 31.07.2018 в 20:11 , Nintendo продала уже более 20 млн игровых консолей Nintendo Switch
159,Вадим Карпусь,   18  , 31.07.2018 в 18:32 ," Как ожидается, уже 2 августа состоится презентация двух новых смартфонов Motorola One и Motorola One Power, которые будут выпущены в рамках инициативы Android One и получат чистую версию операционной системы.…", Обновлено: 31.07.2018 в 17:44 , В базе данных TENAA засветились смартфоны Motorola One и Motorola One Power
160,Сергей Кулеш,   74  , 31.07.2018 в 18:04 , Концерн Daimler AG решил не отставать от своих земляков из Volkswagen AG и назначил официальную презентацию электрокроссовера Mercedes-Benz EQC на 4 сентября 2018 года. Анонс состоится в рамках мероприятия @me…, Обновлено: 31.07.2018 в 17:54 , Mercedes-Benz представит свой первый серийный электрокроссовер Mercedes EQC в Стокгольме 4 сентября
161,Вадим Карпусь,   319  , 31.07.2018 в 17:42 , Постановлением Кабинета Министров Украины от 13 июня 2018 года №509 внесены изменения в «План использования радиочастотного ресурса Украины» относительно сроков использования аналоговой…, Обновлено: 31.07.2018 в 17:30 ," В Украине начали отключать аналоговое телевидение: сегодня в Киеве, а с 31 августа – по всей стране"
162,Владимир Скрипин,   50  , 31.07.2018 в 17:18 , Весной этого года власти США пошли на мировое соглашение с небезызвестным Коди Уилсоном по судебному разбирательству о свободе распространения информации. Вскоре после этого американский…, Обновлено: 01.08.2018 в 11:48 ," Прокуроры нескольких штатов подали в суд на администрацию Трампа, требуя запретить свободное распространение чертежей 3D-печатного стрелкового оружия"
163,Вадим Карпусь,   11  , 31.07.2018 в 17:10 , Компания Logitech сообщила о покупке компании Blue Microphones. Сумма сделки составляет $117 млн. Оплата будет осуществляться исключительно денежными средствами. Blue Microphones была создана в 1995 году. С тех пор…, Обновлено: 31.07.2018 в 17:10 , Logitech покупает Blue Microphones за $117 млн
